OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0001063,In-Store,WARE-NMK1003,7/19/2018,9/20/2018,10/5/2018,10/10/2018,USD,4,44,135,2,1,0.05,2914.50,2477.33
SO - 0001064,Distributor,WARE-UHY1004,4/10/2018,9/21/2018,10/15/2018,10/24/2018,USD,24,41,232,46,3,0.05,5293.00,2858.22
SO - 0001065,In-Store,WARE-NBV1002,7/19/2018,9/21/2018,9/29/2018,10/3/2018,USD,2,39,66,15,6,0.2,924.60,406.82
SO - 0001066,In-Store,WARE-NMK1003,7/19/2018,9/21/2018,9/30/2018,10/9/2018,USD,4,47,160,1,4,0.1,884.40,619.08
SO - 0001067,Online,WARE-XYS1001,7/19/2018,9/21/2018,9/25/2018,10/3/2018,USD,18,3,58,11,7,0.4,2458.90,1819.59
SO - 0001068,In-Store,WARE-MKL1006,4/10/2018,9/21/2018,10/14/2018,10/15/2018,USD,3,42,357,18,8,0.05,924.60,656.47
SO - 0001069,In-Store,WARE-NMK1003,4/10/2018,9/21/2018,10/3/2018,10/12/2018,USD,8,12,101,21,8,0.05,6344.90,3235.90
SO - 0001070,Online,WARE-XYS1001,7/19/2018,9/21/2018,10/9/2018,10/12/2018,USD,18,14,22,44,2,0.4,3932.90,2910.35
SO - 0001071,Distributor,WARE-PUJ1005,4/10/2018,9/22/2018,10/16/2018,10/26/2018,USD,23,3,296,40,5,0.075,1112.20,500.49
SO - 0001072,Distributor,WARE-UHY1004,7/19/2018,9/22/2018,10/1/2018,10/3/2018,USD,23,46,261,30,7,0.15,904.50,370.85
SO - 0001073,Online,WARE-NMK1003,7/19/2018,9/22/2018,10/6/2018,10/7/2018,USD,15,50,93,28,2,0.075,1165.80,524.61
SO - 0001074,In-Store,WARE-PUJ1005,4/10/2018,9/22/2018,9/30/2018,10/5/2018,USD,1,14,291,5,7,0.15,174.20,116.71
SO - 0001075,In-Store,WARE-PUJ1005,4/10/2018,9/22/2018,10/13/2018,10/22/2018,USD,11,27,320,38,6,0.075,2378.50,1379.53
SO - 0001076,In-Store,WARE-MKL1006,7/19/2018,9/22/2018,9/28/2018,10/2/2018,USD,2,18,362,29,4,0.1,1025.10,850.83
SO - 0001077,In-Store,WARE-NMK1003,7/19/2018,9/22/2018,10/16/2018,10/21/2018,USD,7,11,100,17,6,0.075,3839.10,2034.72
SO - 0001078,Online,WARE-NMK1003,7/19/2018,9/22/2018,10/15/2018,10/25/2018,USD,16,11,170,34,8,0.15,1031.80,650.03
SO - 0001079,Wholesale,WARE-MKL1006,4/10/2018,9/22/2018,10/9/2018,10/11/2018,USD,27,7,336,16,6,0.05,1005.00,623.10
SO - 0001080,Distributor,WARE-MKL1006,7/19/2018,9/23/2018,10/5/2018,10/13/2018,USD,25,31,339,5,6,0.05,3886.00,2215.02
SO - 0001081,In-Store,WARE-NMK1003,7/19/2018,9/23/2018,10/8/2018,10/13/2018,USD,10,30,184,43,6,0.15,1125.60,574.06
SO - 0001082,In-Store,WARE-PUJ1005,4/10/2018,9/23/2018,10/2/2018,10/7/2018,USD,2,43,325,23,2,0.1,3899.40,1832.72
SO - 0001083,Online,WARE-UHY1004,7/19/2018,9/23/2018,9/26/2018,9/27/2018,USD,14,5,211,8,5,0.05,1842.50,976.53
SO - 0001084,Online,WARE-NMK1003,4/10/2018,9/23/2018,10/6/2018,10/7/2018,USD,17,11,155,27,2,0.05,201.00,86.43
SO - 0001085,Online,WARE-PUJ1005,4/10/2018,9/23/2018,10/17/2018,10/22/2018,USD,13,32,301,45,7,0.05,1768.80,707.52
SO - 0001086,In-Store,WARE-PUJ1005,4/10/2018,9/23/2018,9/29/2018,10/4/2018,USD,3,24,267,10,1,0.4,5996.50,3777.80
SO - 0001087,Online,WARE-MKL1006,4/10/2018,9/23/2018,10/12/2018,10/17/2018,USD,13,15,329,29,1,0.075,2525.90,1667.09
SO - 0001088,Distributor,WARE-XYS1001,7/19/2018,9/23/2018,10/13/2018,10/14/2018,USD,24,42,57,26,1,0.05,1005.00,562.80
SO - 0001089,Online,WARE-PUJ1005,4/10/2018,9/23/2018,9/25/2018,10/4/2018,USD,15,16,285,13,5,0.3,944.70,377.88
SO - 0001090,Online,WARE-UHY1004,4/10/2018,9/23/2018,10/1/2018,10/3/2018,USD,15,49,245,32,7,0.3,1681.70,924.94
SO - 0001091,Online,WARE-MKL1006,4/10/2018,9/24/2018,10/2/2018,10/7/2018,USD,14,20,336,10,2,0.2,180.90,151.96
SO - 0001092,Online,WARE-PUJ1005,4/10/2018,9/24/2018,10/9/2018,10/13/2018,USD,19,40,306,1,4,0.05,1896.10,1592.72
SO - 0001093,In-Store,WARE-PUJ1005,7/19/2018,9/24/2018,10/6/2018,10/11/2018,USD,12,41,286,14,8,0.075,804.00,410.04
SO - 0001094,In-Store,WARE-PUJ1005,7/19/2018,9/24/2018,9/30/2018,10/9/2018,USD,7,31,285,30,5,0.1,1112.20,778.54
SO - 0001095,Online,WARE-NMK1003,4/10/2018,9/24/2018,10/14/2018,10/23/2018,USD,14,18,174,22,7,0.1,971.50,437.18
SO - 0001096,Online,WARE-PUJ1005,4/10/2018,9/24/2018,10/20/2018,10/25/2018,USD,17,30,271,3,2,0.05,2465.60,1380.74
SO - 0001097,In-Store,WARE-UHY1004,4/10/2018,9/24/2018,9/26/2018,10/5/2018,USD,2,34,208,47,6,0.05,2659.90,1915.13
SO - 0001098,Wholesale,WARE-NBV1002,7/19/2018,9/25/2018,10/11/2018,10/13/2018,USD,27,30,61,11,7,0.2,1675.00,1155.75
SO - 0001099,Online,WARE-NMK1003,7/19/2018,9/25/2018,9/27/2018,10/3/2018,USD,14,3,115,38,5,0.05,6150.60,3505.84
SO - 0001100,Online,WARE-NMK1003,4/10/2018,9/25/2018,9/27/2018,10/4/2018,USD,16,43,172,43,5,0.05,5306.40,2387.88
SO - 0001101,Distributor,WARE-PUJ1005,7/19/2018,9/25/2018,10/2/2018,10/9/2018,USD,21,3,329,3,6,0.15,3758.70,3082.13
SO - 0001102,Online,WARE-PUJ1005,4/10/2018,9/25/2018,10/5/2018,10/10/2018,USD,15,8,318,23,7,0.075,2291.40,1603.98
SO - 0001103,In-Store,WARE-NMK1003,4/10/2018,9/25/2018,10/20/2018,10/28/2018,USD,5,16,142,44,7,0.075,5748.60,3564.13
SO - 0001104,Online,WARE-MKL1006,4/10/2018,9/25/2018,10/9/2018,10/13/2018,USD,13,22,355,3,8,0.1,1909.50,1336.65
SO - 0001105,Online,WARE-NMK1003,7/19/2018,9/25/2018,10/5/2018,10/10/2018,USD,13,22,185,11,7,0.05,3892.70,3308.80
SO - 0001106,Online,WARE-MKL1006,4/10/2018,9/25/2018,10/12/2018,10/18/2018,USD,12,43,362,11,6,0.075,1118.90,749.66
SO - 0001107,Online,WARE-NMK1003,4/10/2018,9/25/2018,10/21/2018,10/30/2018,USD,16,3,164,12,1,0.075,3999.90,2559.94
SO - 0001108,In-Store,WARE-PUJ1005,7/19/2018,9/26/2018,10/6/2018,10/13/2018,USD,10,45,286,39,2,0.075,1782.20,873.28
SO - 0001109,Distributor,WARE-NMK1003,7/19/2018,9/26/2018,10/22/2018,10/31/2018,USD,24,12,114,47,4,0.05,1072.00,707.52
SO - 0001110,In-Store,WARE-XYS1001,4/10/2018,9/26/2018,10/12/2018,10/19/2018,USD,10,3,29,2,4,0.4,917.90,559.92
SO - 0001111,Distributor,WARE-PUJ1005,4/10/2018,9/26/2018,10/21/2018,10/31/2018,USD,23,40,323,34,2,0.075,5252.80,2836.51
SO - 0001112,Distributor,WARE-UHY1004,7/19/2018,9/26/2018,10/4/2018,10/7/2018,USD,22,2,213,44,4,0.075,6505.70,5399.73
SO - 0001113,In-Store,WARE-PUJ1005,7/19/2018,9/26/2018,9/29/2018,9/30/2018,USD,4,7,317,21,6,0.1,3390.20,1932.41
SO - 0001114,In-Store,WARE-PUJ1005,4/10/2018,9/26/2018,10/18/2018,10/24/2018,USD,6,34,298,34,5,0.075,221.10,108.34
SO - 0001115,Online,WARE-PUJ1005,7/19/2018,9/26/2018,10/24/2018,11/3/2018,USD,14,14,282,38,2,0.05,3993.20,3034.83
SO - 0001116,In-Store,WARE-MKL1006,7/19/2018,9/26/2018,10/1/2018,10/6/2018,USD,9,43,340,24,8,0.4,2519.20,1612.29
SO - 0001117,In-Store,WARE-XYS1001,7/19/2018,9/27/2018,10/7/2018,10/15/2018,USD,9,11,19,21,5,0.05,3953.00,2964.75
SO - 0001118,In-Store,WARE-PUJ1005,4/10/2018,9/27/2018,10/9/2018,10/18/2018,USD,12,12,303,37,3,0.2,1092.10,840.92
SO - 0001119,Online,WARE-NBV1002,4/10/2018,9/27/2018,10/5/2018,10/10/2018,USD,20,26,84,36,7,0.3,5835.70,4726.92
SO - 0001120,In-Store,WARE-NMK1003,4/10/2018,9/27/2018,10/19/2018,10/21/2018,USD,12,31,101,17,5,0.05,1701.80,1276.35
SO - 0001121,Wholesale,WARE-XYS1001,4/10/2018,9/27/2018,10/7/2018,10/10/2018,USD,26,31,20,45,6,0.15,6117.10,4343.14
SO - 0001122,In-Store,WARE-MKL1006,7/19/2018,9/27/2018,10/21/2018,10/29/2018,USD,6,6,332,16,2,0.075,1829.10,1188.92
SO - 0001123,In-Store,WARE-MKL1006,4/10/2018,9/27/2018,9/30/2018,10/6/2018,USD,2,48,363,9,5,0.075,3932.90,2477.73
SO - 0001124,Online,WARE-NMK1003,7/19/2018,9/27/2018,10/1/2018,10/9/2018,USD,15,20,97,15,2,0.05,1695.10,1101.82
SO - 0001125,Online,WARE-NMK1003,7/19/2018,9/27/2018,10/23/2018,10/28/2018,USD,12,18,199,36,4,0.2,180.90,130.25
SO - 0001126,In-Store,WARE-NMK1003,4/10/2018,9/28/2018,10/5/2018,10/15/2018,USD,12,2,126,3,1,0.15,877.70,631.94
SO - 0001127,In-Store,WARE-NBV1002,4/10/2018,9/28/2018,10/21/2018,10/27/2018,USD,9,45,79,33,7,0.15,2646.50,1984.88
SO - 0001128,In-Store,WARE-NBV1002,4/10/2018,9/28/2018,10/17/2018,10/23/2018,USD,9,25,74,47,4,0.05,5132.20,2206.85
SO - 0001129,Online,WARE-XYS1001,7/19/2018,9/28/2018,10/23/2018,11/2/2018,USD,18,21,48,17,8,0.4,5112.10,3271.74
SO - 0001130,In-Store,WARE-UHY1004,7/19/2018,9/28/2018,10/4/2018,10/11/2018,USD,12,47,222,31,7,0.05,1065.30,522.00
SO - 0001131,Online,WARE-UHY1004,7/19/2018,9/28/2018,10/8/2018,10/13/2018,USD,19,13,216,2,6,0.15,3269.60,2059.85
SO - 0001132,In-Store,WARE-PUJ1005,4/10/2018,9/28/2018,10/2/2018,10/9/2018,USD,9,28,315,35,6,0.075,6070.20,3277.91
SO - 0001133,Online,WARE-XYS1001,7/19/2018,9/28/2018,10/18/2018,10/23/2018,USD,18,3,33,46,7,0.2,1279.70,857.40
SO - 0001134,In-Store,WARE-NBV1002,7/19/2018,9/28/2018,10/7/2018,10/8/2018,USD,11,41,74,18,1,0.05,3061.90,2449.52
SO - 0001135,In-Store,WARE-UHY1004,7/19/2018,9/28/2018,10/2/2018,10/10/2018,USD,1,24,233,15,2,0.05,2646.50,1217.39
SO - 0001136,Distributor,WARE-NMK1003,4/10/2018,9/29/2018,10/27/2018,10/31/2018,USD,23,28,169,40,6,0.075,5232.70,3767.54
SO - 0001137,Online,WARE-NMK1003,4/10/2018,9/29/2018,10/15/2018,10/19/2018,USD,16,19,105,7,6,0.15,3986.50,3268.93
SO - 0001138,Online,WARE-PUJ1005,7/19/2018,9/29/2018,10/3/2018,10/8/2018,USD,16,8,306,39,4,0.1,247.90,178.49
SO - 0001139,Distributor,WARE-NMK1003,7/19/2018,9/29/2018,10/1/2018,10/10/2018,USD,22,37,113,23,6,0.15,221.10,141.50
SO - 0001140,Distributor,WARE-MKL1006,4/10/2018,9/29/2018,10/6/2018,10/14/2018,USD,23,12,358,45,3,0.1,1118.90,492.32
SO - 0001141,In-Store,WARE-NMK1003,4/10/2018,9/29/2018,10/10/2018,10/20/2018,USD,5,11,146,7,1,0.05,5433.70,2825.52
SO - 0001142,In-Store,WARE-PUJ1005,7/19/2018,9/29/2018,10/27/2018,10/28/2018,USD,7,17,291,4,5,0.075,3028.40,1756.47
SO - 0001143,Online,WARE-PUJ1005,4/10/2018,9/29/2018,10/4/2018,10/14/2018,USD,15,22,296,8,1,0.15,3892.70,2296.69
SO - 0001144,In-Store,WARE-UHY1004,4/10/2018,9/29/2018,10/9/2018,10/11/2018,USD,12,38,224,39,3,0.15,2579.50,2089.40
SO - 0001145,Wholesale,WARE-NMK1003,7/19/2018,9/29/2018,10/3/2018,10/9/2018,USD,27,6,131,3,6,0.05,1809.00,1230.12
SO - 0001146,Online,WARE-UHY1004,7/19/2018,9/30/2018,10/3/2018,10/5/2018,USD,13,22,215,47,4,0.075,5118.80,2457.02
SO - 0001147,Online,WARE-UHY1004,4/10/2018,9/30/2018,10/3/2018,10/9/2018,USD,12,42,243,29,2,0.1,978.20,753.21
SO - 0001148,In-Store,WARE-UHY1004,7/19/2018,9/30/2018,10/4/2018,10/6/2018,USD,11,29,215,11,3,0.05,770.50,554.76
SO - 0001149,In-Store,WARE-XYS1001,4/10/2018,9/30/2018,10/16/2018,10/20/2018,USD,12,39,22,41,8,0.075,1085.40,759.78
SO - 0001150,In-Store,WARE-PUJ1005,7/19/2018,9/30/2018,10/20/2018,10/26/2018,USD,10,15,309,36,5,0.05,1989.90,795.96
SO - 0001151,In-Store,WARE-XYS1001,7/19/2018,9/30/2018,10/17/2018,10/19/2018,USD,10,4,22,1,4,0.05,2907.80,2180.85
SO - 0001152,Wholesale,WARE-XYS1001,4/10/2018,9/30/2018,10/9/2018,10/13/2018,USD,28,32,56,10,8,0.075,1165.80,886.01
SO - 0001153,Online,WARE-NMK1003,7/19/2018,9/30/2018,10/19/2018,10/28/2018,USD,14,26,116,36,4,0.075,5715.10,4343.48
SO - 0001154,Online,WARE-NMK1003,7/19/2018,9/30/2018,10/22/2018,10/31/2018,USD,15,35,160,38,7,0.1,1695.10,1254.37
SO - 0001155,Distributor,WARE-NMK1003,7/19/2018,10/1/2018,10/10/2018,10/19/2018,USD,21,18,156,45,1,0.2,1038.50,643.87
SO - 0001156,In-Store,WARE-PUJ1005,7/19/2018,10/1/2018,10/7/2018,10/15/2018,USD,4,32,315,23,7,0.05,5788.80,2778.62
SO - 0001157,Online,WARE-XYS1001,7/19/2018,10/1/2018,10/21/2018,10/23/2018,USD,12,9,21,42,2,0.15,2237.80,1118.90
SO - 0001158,Wholesale,WARE-MKL1006,7/19/2018,10/1/2018,10/26/2018,10/30/2018,USD,25,46,330,36,7,0.15,1132.30,871.87
SO - 0001159,In-Store,WARE-NMK1003,7/19/2018,10/1/2018,10/15/2018,10/17/2018,USD,10,19,89,12,4,0.05,891.10,552.48
SO - 0001160,Online,WARE-XYS1001,4/10/2018,10/1/2018,10/15/2018,10/25/2018,USD,16,41,20,9,4,0.05,3819.00,3055.20
SO - 0001161,Distributor,WARE-PUJ1005,7/19/2018,10/2/2018,10/10/2018,10/19/2018,USD,21,9,287,9,6,0.15,1232.80,702.70
SO - 0001162,Online,WARE-XYS1001,7/19/2018,10/2/2018,10/5/2018,10/11/2018,USD,12,25,14,44,3,0.075,6331.50,2532.60
SO - 0001163,Online,WARE-XYS1001,7/19/2018,10/2/2018,10/15/2018,10/17/2018,USD,13,2,51,44,6,0.1,917.90,431.41
SO - 0001164,Online,WARE-UHY1004,7/19/2018,10/2/2018,10/28/2018,11/6/2018,USD,14,38,246,38,4,0.05,1333.30,639.98
SO - 0001165,Online,WARE-NMK1003,7/19/2018,10/2/2018,10/18/2018,10/23/2018,USD,15,43,97,24,4,0.15,5467.20,3444.34
SO - 0001166,Online,WARE-PUJ1005,7/19/2018,10/2/2018,10/17/2018,10/18/2018,USD,15,15,310,34,3,0.1,5896.00,3950.32
SO - 0001167,In-Store,WARE-NBV1002,4/10/2018,10/2/2018,10/8/2018,10/12/2018,USD,5,22,78,25,1,0.2,1809.00,1212.03
SO - 0001168,Online,WARE-NBV1002,7/19/2018,10/2/2018,10/25/2018,10/31/2018,USD,15,26,84,17,4,0.075,1112.20,722.93
SO - 0001169,Distributor,WARE-NMK1003,7/19/2018,10/3/2018,10/24/2018,10/27/2018,USD,25,1,186,4,4,0.05,2546.00,1782.20
SO - 0001170,In-Store,WARE-UHY1004,7/19/2018,10/3/2018,10/26/2018,11/1/2018,USD,10,34,228,27,8,0.05,1139.00,774.52
SO - 0001171,In-Store,WARE-UHY1004,7/19/2018,10/3/2018,10/19/2018,10/23/2018,USD,8,49,223,26,2,0.05,3872.60,2362.29
SO - 0001172,Online,WARE-XYS1001,4/10/2018,10/3/2018,10/22/2018,10/29/2018,USD,18,5,37,42,8,0.15,1326.60,809.23
SO - 0001173,Distributor,WARE-MKL1006,7/19/2018,10/3/2018,10/20/2018,10/22/2018,USD,21,40,347,3,4,0.1,2525.90,1793.39
SO - 0001174,Online,WARE-NMK1003,4/10/2018,10/3/2018,10/13/2018,10/18/2018,USD,19,3,141,1,4,0.15,924.60,564.01
SO - 0001175,Distributor,WARE-NMK1003,7/19/2018,10/3/2018,10/14/2018,10/18/2018,USD,24,49,128,11,5,0.05,261.30,146.33
SO - 0001176,Online,WARE-XYS1001,7/19/2018,10/4/2018,10/29/2018,11/6/2018,USD,12,50,15,8,6,0.1,234.50,161.81
SO - 0001177,Distributor,WARE-PUJ1005,7/19/2018,10/4/2018,10/12/2018,10/16/2018,USD,25,35,327,26,8,0.05,5775.40,4273.80
SO - 0001178,Online,WARE-NMK1003,7/19/2018,10/4/2018,10/23/2018,10/25/2018,USD,20,35,182,45,6,0.05,3852.50,2812.33
SO - 0001179,Online,WARE-NMK1003,7/19/2018,10/4/2018,10/10/2018,10/13/2018,USD,18,9,150,30,4,0.05,1045.20,585.31
SO - 0001180,Wholesale,WARE-MKL1006,7/19/2018,10/4/2018,10/12/2018,10/13/2018,USD,27,9,342,29,2,0.15,864.30,535.87
SO - 0001181,In-Store,WARE-NMK1003,7/19/2018,10/4/2018,10/13/2018,10/23/2018,USD,7,49,93,26,5,0.05,2559.40,2124.30
SO - 0001182,In-Store,WARE-UHY1004,7/19/2018,10/5/2018,10/29/2018,11/3/2018,USD,9,35,204,14,6,0.1,1922.90,999.91
SO - 0001183,In-Store,WARE-XYS1001,7/19/2018,10/5/2018,10/25/2018,11/3/2018,USD,6,45,17,40,8,0.075,3979.80,2865.46
SO - 0001184,In-Store,WARE-PUJ1005,7/19/2018,10/5/2018,10/16/2018,10/18/2018,USD,7,7,299,23,6,0.1,917.90,706.78
SO - 0001185,In-Store,WARE-NMK1003,4/10/2018,10/5/2018,10/10/2018,10/18/2018,USD,8,8,173,24,1,0.075,3671.60,1652.22
SO - 0001186,Online,WARE-NMK1003,7/19/2018,10/5/2018,10/17/2018,10/25/2018,USD,14,14,201,35,6,0.2,1018.40,651.78
SO - 0001187,Wholesale,WARE-NMK1003,7/19/2018,10/6/2018,10/22/2018,11/1/2018,USD,25,2,139,25,3,0.15,1051.90,831.00
SO - 0001188,Online,WARE-XYS1001,7/19/2018,10/6/2018,10/27/2018,11/6/2018,USD,19,17,54,20,4,0.3,1025.10,789.33
SO - 0001189,Wholesale,WARE-PUJ1005,7/19/2018,10/6/2018,10/31/2018,11/1/2018,USD,26,46,270,45,2,0.05,194.30,83.55
SO - 0001190,In-Store,WARE-NBV1002,4/10/2018,10/6/2018,10/11/2018,10/20/2018,USD,4,12,81,45,2,0.075,3993.20,1836.87
SO - 0001191,In-Store,WARE-NBV1002,7/19/2018,10/6/2018,10/24/2018,10/27/2018,USD,12,36,78,31,5,0.05,5567.70,4175.78
SO - 0001192,In-Store,WARE-NMK1003,4/10/2018,10/6/2018,10/8/2018,10/16/2018,USD,1,42,119,3,8,0.05,1065.30,500.69
SO - 0001193,Online,WARE-NMK1003,7/19/2018,10/6/2018,10/28/2018,10/31/2018,USD,14,5,156,12,5,0.075,1072.00,911.20
SO - 0001194,Wholesale,WARE-PUJ1005,4/10/2018,10/6/2018,10/20/2018,10/26/2018,USD,25,41,273,34,1,0.1,214.40,154.37
SO - 0001195,In-Store,WARE-XYS1001,7/19/2018,10/7/2018,11/4/2018,11/14/2018,USD,4,41,44,26,2,0.1,5112.10,2913.90
SO - 0001196,In-Store,WARE-NMK1003,7/19/2018,10/7/2018,10/24/2018,10/29/2018,USD,7,11,160,47,7,0.1,904.50,615.06
SO - 0001197,Wholesale,WARE-PUJ1005,7/19/2018,10/7/2018,10/25/2018,11/3/2018,USD,26,6,303,42,4,0.15,2324.90,1952.92
SO - 0001198,In-Store,WARE-UHY1004,4/10/2018,10/7/2018,10/21/2018,10/28/2018,USD,11,32,211,33,8,0.075,3993.20,3314.36
SO - 0001199,Online,WARE-PUJ1005,7/19/2018,10/7/2018,10/25/2018,11/3/2018,USD,12,4,283,6,3,0.15,1025.10,594.56
SO - 0001200,In-Store,WARE-NMK1003,7/19/2018,10/7/2018,10/24/2018,10/26/2018,USD,7,32,108,1,1,0.05,1306.50,888.42
SO - 0001201,In-Store,WARE-XYS1001,7/19/2018,10/7/2018,10/28/2018,10/31/2018,USD,12,24,26,39,5,0.1,254.60,101.84
SO - 0001202,Online,WARE-UHY1004,7/19/2018,10/7/2018,10/25/2018,10/27/2018,USD,20,48,229,7,2,0.05,1896.10,1573.76
SO - 0001203,In-Store,WARE-NMK1003,7/19/2018,10/8/2018,10/21/2018,10/22/2018,USD,11,10,185,20,3,0.075,1058.60,571.64
SO - 0001204,Wholesale,WARE-UHY1004,7/19/2018,10/8/2018,10/28/2018,11/4/2018,USD,26,15,253,27,1,0.05,4020.00,2130.60
SO - 0001205,In-Store,WARE-NMK1003,4/10/2018,10/8/2018,10/31/2018,11/4/2018,USD,2,31,130,3,5,0.2,2003.30,861.42
SO - 0001206,In-Store,WARE-UHY1004,4/10/2018,10/8/2018,10/12/2018,10/15/2018,USD,3,13,233,47,6,0.075,5165.70,4029.25
SO - 0001207,Online,WARE-NBV1002,7/19/2018,10/8/2018,10/16/2018,10/22/2018,USD,17,16,59,19,6,0.3,5145.60,3601.92
SO - 0001208,Online,WARE-MKL1006,7/19/2018,10/8/2018,10/28/2018,11/6/2018,USD,14,5,333,19,4,0.2,1936.30,1277.96
SO - 0001209,Wholesale,WARE-NMK1003,7/19/2018,10/9/2018,10/30/2018,11/9/2018,USD,26,1,136,31,7,0.075,174.20,114.97
SO - 0001210,Distributor,WARE-PUJ1005,7/19/2018,10/9/2018,10/27/2018,11/5/2018,USD,24,48,300,12,1,0.05,1728.60,1071.73
SO - 0001211,In-Store,WARE-NBV1002,7/19/2018,10/9/2018,10/12/2018,10/19/2018,USD,10,37,61,40,5,0.15,1809.00,1121.58
SO - 0001212,In-Store,WARE-NMK1003,7/19/2018,10/9/2018,10/16/2018,10/18/2018,USD,5,22,184,27,7,0.075,3517.50,2673.30
SO - 0001213,In-Store,WARE-XYS1001,7/19/2018,10/9/2018,10/12/2018,10/16/2018,USD,9,23,13,34,5,0.075,2659.90,2154.52
SO - 0001214,Online,WARE-PUJ1005,7/19/2018,10/9/2018,10/11/2018,10/19/2018,USD,20,24,275,24,3,0.1,2351.70,1716.74
SO - 0001215,In-Store,WARE-PUJ1005,7/19/2018,10/10/2018,10/23/2018,10/24/2018,USD,1,43,309,39,5,0.075,180.90,94.07
SO - 0001216,Distributor,WARE-NMK1003,7/19/2018,10/10/2018,11/7/2018,11/13/2018,USD,24,21,109,29,3,0.075,1118.90,581.83
SO - 0001217,In-Store,WARE-NMK1003,7/19/2018,10/10/2018,10/26/2018,11/3/2018,USD,9,36,155,46,3,0.15,2010.00,1185.90
SO - 0001218,Wholesale,WARE-NMK1003,7/19/2018,10/10/2018,10/28/2018,11/1/2018,USD,27,19,189,39,5,0.05,1206.00,795.96
SO - 0001219,Distributor,WARE-XYS1001,7/19/2018,10/10/2018,11/5/2018,11/6/2018,USD,22,20,2,46,1,0.05,180.90,130.25
SO - 0001220,In-Store,WARE-UHY1004,7/19/2018,10/11/2018,10/24/2018,10/26/2018,USD,8,12,245,3,1,0.075,3886.00,2059.58
SO - 0001221,Online,WARE-MKL1006,7/19/2018,10/11/2018,11/2/2018,11/7/2018,USD,13,12,359,10,3,0.075,6505.70,4293.76
SO - 0001222,Online,WARE-XYS1001,7/19/2018,10/11/2018,10/24/2018,10/25/2018,USD,16,4,35,36,3,0.05,1051.90,820.48
SO - 0001223,In-Store,WARE-PUJ1005,7/19/2018,10/11/2018,11/5/2018,11/6/2018,USD,7,40,287,22,4,0.05,1092.10,524.21
SO - 0001224,In-Store,WARE-XYS1001,7/19/2018,10/11/2018,10/17/2018,10/20/2018,USD,10,42,17,47,4,0.15,2492.40,1370.82
SO - 0001225,Distributor,WARE-MKL1006,4/10/2018,10/11/2018,11/5/2018,11/15/2018,USD,24,17,355,16,6,0.075,3892.70,1868.50
SO - 0001226,Distributor,WARE-MKL1006,7/19/2018,10/12/2018,10/21/2018,10/27/2018,USD,20,21,367,33,7,0.4,2505.80,2079.81
SO - 0001227,Wholesale,WARE-UHY1004,7/19/2018,10/12/2018,10/28/2018,11/1/2018,USD,27,50,253,43,8,0.1,824.10,395.57
SO - 0001228,Distributor,WARE-UHY1004,7/19/2018,10/12/2018,10/27/2018,11/1/2018,USD,21,35,253,10,8,0.05,690.10,441.66
SO - 0001229,In-Store,WARE-NBV1002,7/19/2018,10/12/2018,11/6/2018,11/12/2018,USD,10,25,66,21,5,0.2,2365.10,1206.20
SO - 0001230,In-Store,WARE-NBV1002,7/19/2018,10/12/2018,11/1/2018,11/6/2018,USD,11,42,65,22,8,0.3,1072.00,460.96
SO - 0001231,Online,WARE-MKL1006,7/19/2018,10/12/2018,10/17/2018,10/18/2018,USD,15,17,355,29,3,0.075,1065.30,468.73
SO - 0001232,Online,WARE-UHY1004,7/19/2018,10/12/2018,10/19/2018,10/29/2018,USD,18,8,256,11,7,0.1,2586.20,1396.55
SO - 0001233,In-Store,WARE-PUJ1005,7/19/2018,10/13/2018,10/25/2018,11/4/2018,USD,6,46,325,8,2,0.05,207.70,151.62
SO - 0001234,Online,WARE-XYS1001,7/19/2018,10/13/2018,10/16/2018,10/25/2018,USD,15,26,47,7,5,0.075,4006.60,2283.76
SO - 0001235,In-Store,WARE-XYS1001,7/19/2018,10/13/2018,10/20/2018,10/24/2018,USD,10,40,56,9,6,0.15,2331.60,1095.85
SO - 0001236,Distributor,WARE-NMK1003,7/19/2018,10/13/2018,10/24/2018,10/30/2018,USD,24,31,100,41,7,0.3,1018.40,600.86
SO - 0001237,Online,WARE-XYS1001,7/19/2018,10/13/2018,11/2/2018,11/12/2018,USD,19,18,12,20,3,0.2,5628.00,4108.44
SO - 0001238,Distributor,WARE-NMK1003,7/19/2018,10/13/2018,11/7/2018,11/11/2018,USD,24,49,119,8,3,0.2,2546.00,1782.20
SO - 0001239,Online,WARE-MKL1006,7/19/2018,10/13/2018,10/24/2018,10/27/2018,USD,14,19,331,10,5,0.075,857.60,668.93
SO - 0001240,In-Store,WARE-NMK1003,7/19/2018,10/14/2018,11/7/2018,11/8/2018,USD,8,16,88,43,7,0.075,3906.10,1757.75
SO - 0001241,In-Store,WARE-UHY1004,7/19/2018,10/14/2018,11/3/2018,11/7/2018,USD,3,11,258,9,8,0.05,1005.00,783.90
SO - 0001242,Distributor,WARE-PUJ1005,7/19/2018,10/14/2018,11/8/2018,11/17/2018,USD,24,39,305,25,4,0.05,844.20,388.33
